id,name,id_bioguide,id_govtrack,id_icpsr,id_wikipedia,id_wikidata,id_google_entity_id,name_first,name_last,bio_birthday,bio_gender,id_house_history,name_middle,name_nickname,id_ballotpedia,name_suffix,id_bioguide_previous,id_house_history_alternate,other_names,id_thomas,id_cspan,id_votesmart,id_lis,name_official_full,id_opensecrets,id_fec,id_maplight,leadership_roles,family
B000331,Charles Bell,B000331,401323,597,Charles H. Bell (politician),Q883877,kg:/m/088jc7,Charles,Bell,1823-11-18,M,,Henry,,,,,,,,,,,,,,,,
B000332,Charles Bell,B000332,401324,598,C. Jasper Bell,Q1022514,kg:/m/02rz5js,Charles,Bell,1885-01-16,M,9207,Jasper,,,,,,,,,,,,,,,,
B000333,Charles Bell,B000333,401325,599,Charles K. Bell,Q1065136,kg:/m/03c00cj,Charles,Bell,1853-04-18,M,9209,Keith,,,,,,,,,,,,,,,,
B000334,Charles Bell,B000334,401326,600,Charles W. Bell,Q1066329,kg:/m/02rhdkw,Charles,Bell,1857-06-11,M,9210,Webster,,,,,,,,,,,,,,,,
B000335,Hiram Bell,B000335,401327,601,Hiram Bell,Q5769041,kg:/m/0cxrd3,Hiram,Bell,1808-04-22,M,9211,,,,,,,,,,,,,,,,,
B000336,Hiram Bell,B000336,401328,602,Hiram Parks Bell,Q1310939,kg:/m/0279l00,Hiram,Bell,1827-01-19,M,9212,Parks,,,,,,,,,,,,,,,,
B000337,James Bell,B000337,401329,603,James Bell (New Hampshire politician),Q1627208,kg:/m/0d8t_3,James,Bell,1804-11-13,M,,,,,,,,,,,,,,,,,,
B000338,James Bell,B000338,401330,604,James Martin Bell,Q6138990,kg:/m/02rm1dw,James,Bell,1796-10-16,M,9214,Martin,,,,,,,,,,,,,,,,
B000339,John Bell,B000339,401332,605,John Bell (Ohio politician),Q11774450,kg:/m/02rm4pr,John,Bell,1796-06-19,M,9215,,of Ohio,,,,,,,,,,,,,,,
B000340,John Bell,B000340,401331,606,John Bell (Tennessee politician),Q1349142,kg:/m/035vw8,John,Bell,1796-02-18,M,9217,,,,,,,,,,,,,,,,,
B000341,John Bell,B000341,401333,607,John Calhoun Bell,Q1699521,kg:/m/02rhjw2,John,Bell,1851-12-11,M,9219,Calhoun,,,,,,,,,,,,,,,,
B000342,John Bell,B000342,401334,608,John J. Bell,Q1700565,kg:/m/03c2z_9,John,Bell,15/05/1910,M,9220,Junior,,,,,,,,,,,,,,,,
B000343,Joshua Bell,B000343,401335,609,Joshua Fry Bell,Q1708561,kg:/m/06b7j7,Joshua,Bell,1811-11-26,M,9221,Fry,,,,,,,,,,,,,,,,
B000344,Peter Bell,B000344,401336,610,Peter Hansborough Bell,Q881066,kg:/m/059rty,Peter,Bell,1812-05-12,M,9222,Hansbrough,,,,,,,,,,,,,,,,
B000345,Samuel Bell,B000345,401337,611,Samuel Bell (New Hampshire politician),Q884049,kg:/m/0852gg,Samuel,Bell,1770-02-09,M,,,,,,,,,,,,,,,,,,
B000346,Samuel Bell,B000346,401338,612,Samuel Newell Bell,Q1420831,kg:/m/02rjz7k,Samuel,Bell,1829-03-25,M,9224,Newell,,,,,,,,,,,,,,,,
B000347,Theodore Bell,B000347,401339,613,Theodore Arlington Bell,Q1557023,kg:/m/07lbhh,Theodore,Bell,1872-07-25,M,9225,Arlington,,,,,,,,,,,,,,,,
B000348,Thomas Bell,B000348,401340,614,Thomas Montgomery Bell,Q2426167,kg:/m/02rbfd5,Thomas,Bell,1861-03-17,M,9226,Montgomery,,,,,,,,,,,,,,,,
B000349,John Bellamy,B000349,401341,615,John Dillard Bellamy,Q1699820,kg:/m/060y9q,John,Bellamy,1854-03-24,M,9228,Dillard,,,,,,,,,,,,,,,,
B000350,Joseph Bellinger,B000350,401342,616,Joseph Bellinger,Q1706601,kg:/m/02vrp3f,Joseph,Bellinger,,M,9229,,,,,,,,,,,,,,,,,
B000351,Henry Bellmon,B000351,401343,12101,Henry Bellmon,Q881173,kg:/m/02619x,Henry,Bellmon,03/09/1921,M,,Louis,,,,,,,1279,,,,,,,,,
B000352,Oliver Belmont,B000352,401344,617,Oliver Belmont,Q2020073,kg:/m/03l7td,Oliver,Belmont,1858-11-12,M,9232,Hazard Perry,,,,,,,,,,,,,,,,
B000353,Perry Belmont,B000353,401345,618,Perry Belmont,Q2071757,kg:/m/04p6gg,Perry,Belmont,1851-12-28,M,9234,,,,,,,,,,,,,,,,,
B000354,James Belser,B000354,401346,619,James Edwin Belser,Q1680329,kg:/m/02rk1v1,James,Belser,1805-12-22,M,9235,Edwin,,,,,,,,,,,,,,,,
B000355,Frank Beltzhoover,B000355,401347,620,Frank Eckels Beltzhoover,Q5486414,kg:/m/0ksfq9,Frank,Beltzhoover,1841-11-06,M,9237,Eckels,,,,,,,,,,,,,,,,
B000356,George Bender,B000356,401348,621,George H. Bender,Q1507456,kg:/m/034vq_,George,Bender,1896-09-29,M,9239,Harrison,,,,,,,,,,,,,,,,
B000357,Charles Benedict,B000357,401349,622,Charles B. Benedict,Q5075280,kg:/m/02rkmqd,Charles,Benedict,1828-02-07,M,9240,Brewster,,,,,,,,,,,,,,,,
B000358,Cleveland Benedict,B000358,401350,14801,Cleve Benedict,Q634626,kg:/m/059jcd,Cleveland,Benedict,21/03/1935,M,9241,Keith,,,,,,,74,,,,,,,,,
B000359,Henry Benedict,B000359,401351,623,Henry S. Benedict,Q1410588,kg:/m/02rhhf_,Henry,Benedict,1878-02-20,M,9242,Stanley,,,,,,,,,,,,,,,,
B000360,Christie Benet,B000360,401352,624,Christie Benet,Q1083030,kg:/m/09sw4s,Christie,Benet,1879-12-26,M,,,,,,,,,,,,,,,,,,
B000361,John Benham,B000361,401353,625,John S. Benham,Q1701637,kg:/m/02rkgxr,John,Benham,1863-10-24,M,9245,Samuel,,,,,,,,,,,,,,,,
B000362,Jaime Benítez,B000362,401354,,Jaime Benítez Rexach,Q1862978,kg:/m/0950h1,Jaime,Benítez,29/10/1908,M,9247,,,,,,,,75,,,,,,,,,
B000363,Adam Benjamin,B000363,401355,14406,Adam Benjamin Jr.,Q348740,kg:/m/09jxd5,Adam,Benjamin,06/08/1935,M,9248,,,,Jr.,,,,76,,,,,,,,,
B000364,John Benjamin,B000364,401356,626,John F. Benjamin,Q1700007,kg:/m/02rz74r,John,Benjamin,1817-01-23,M,9249,Forbes,,,,,,,,,,,,,,,,
B000365,Judah Benjamin,B000365,401357,627,Judah P. Benjamin,Q466115,kg:/m/01fptq,Judah,Benjamin,1811-08-06,M,,Philip,,,,,,,,,,,,,,,,
B000366,George Benner,B000366,401358,628,George Jacob Benner,Q5541046,kg:/m/0ghb3_,George,Benner,1859-04-13,M,9251,Jacob,,,,,,,,,,,,,,,,
B000367,Augustus Bennet,B000367,401359,629,Augustus W. Bennet,Q4821564,kg:/m/026fp2_,Augustus,Bennet,1897-10-07,M,9252,Witschief,,,,,,,,,,,,,,,,
B000368,Benjamin Bennet,B000368,401360,630,Benjamin Bennet,Q817405,kg:/m/02rtnpw,Benjamin,Bennet,1764-10-31,M,9253,,,,,,,,,,,,,,,,,
B000369,Hiram Bennet,B000369,401361,,Hiram Pitt Bennet,Q1421481,kg:/m/02rhhm4,Hiram,Bennet,1826-09-02,M,9254,Pitt,,,,,,,,,,,,,,,,
B000370,William Bennet,B000370,401362,632,William Stiles Bennet,Q3790216,kg:/m/02rldts,William,Bennet,1870-11-09,M,9255,Stiles,,,,,,,,,,,,,,,,
B000371,Charles Bennett,B000371,401363,633,Charles E. Bennett (politician),Q1064244,kg:/m/0619y4,Charles,Bennett,02/12/1910,M,9257,Edward,,,,,,,77,,,,,,,,,
B000372,Charles Bennett,B000372,401364,634,Charles G. Bennett,Q808629,kg:/m/02rkmwk,Charles,Bennett,1863-12-11,M,9259,Goodwin,,,,,,,,,,,,,,,,
B000373,David Bennett,B000373,401365,635,David S. Bennett,Q5239340,kg:/m/02rknqc,David,Bennett,1811-05-03,M,9261,Smith,,,,,,,,,,,,,,,,
B000374,Granville Bennett,B000374,401366,,Granville G. Bennett,Q1543274,kg:/m/01s_kh,Granville,Bennett,1833-10-09,M,9262,Gaylord,,,,,,,,,,,,,,,,
B000375,Hendley Bennett,B000375,401367,637,Hendley S. Bennett,Q1604974,kg:/m/02rv9tj,Hendley,Bennett,1807-04-07,M,9263,Stone,,,,,,,,,,,,,,,,
B000376,Henry Bennett,B000376,401368,638,Henry Bennett (American politician),Q5718044,kg:/m/02qqkwc,Henry,Bennett,1808-09-29,M,9264,,,,,,,,,,,,,,,,,
B000377,John Bennett,B000377,401369,639,John B. Bennett,Q1268044,kg:/m/03z536,John,Bennett,10/01/1904,M,9266,Bonifas,,,,,,,,,,,,,,,,
B000378,Joseph Bennett,B000378,401370,640,Joseph B. Bennett,Q1706551,kg:/m/02rjwbd,Joseph,Bennett,1859-04-21,M,9267,Bentley,,,,,,,,,,,,,,,,
B000379,Marion Bennett,B000379,401371,641,Marion Tinsley Bennett,Q1899265,kg:/m/0fxwnz,Marion,Bennett,06/06/1914,M,9269,Tinsley,,,,,,,,,,,,,,,,
B000380,Philip Bennett,B000380,401372,642,Philip Allen Bennett,Q2086032,kg:/m/0fxy23,Philip,Bennett,1881-03-05,M,9270,Allen,,,,,,,,,,,,,,,,
B000381,Risden Bennett,B000381,401373,643,Risden Tyler Bennett,Q2154656,kg:/m/065fxb,Risden,Bennett,1840-06-18,M,9271,Tyler,,,,,,,,,,,,,,,,
B000382,Robert Bennett,B000382,300007,49307,Bob Bennett (politician),Q715787,kg:/m/01xtg9,Robert,Bennett,18/09/1933,M,,F.,,,,,,,1280,25708,53351,S231,,N00006347,"[""S2UT00104""]",,,
B000383,Thomas Bennett,B000383,401374,,Thomas W. Bennett (territorial governor),Q889361,kg:/m/0d4c1t,Thomas,Bennett,1831-02-16,M,9273,Warren,,,,,,,,,,,,,,,,
B000384,Wallace Bennett,B000384,401375,645,Wallace F. Bennett,Q925211,kg:/m/03jl8r,Wallace,Bennett,1898-11-13,M,,Foster,,,,,,,1281,,,,,,,,,
B000385,Allan Benny,B000385,401376,646,Allan Benny,Q2647931,kg:/m/02wyd1q,Allan,Benny,1867-07-12,M,9275,,,,,,,,,,,,,,,,,
B000386,Alfred Benson,B000386,401377,647,Alfred W. Benson,Q1271317,kg:/m/0cvsmt,Alfred,Benson,1843-07-15,M,,Washburn,,,,,,,,,,,,,,,,
B000387,Carville Benson,B000387,401378,648,Carville Benson,Q759151,kg:/m/09jkp2,Carville,Benson,1872-08-24,M,9277,Dickinson,,,,,,,,,,,,,,,,
B000388,Egbert Benson,B000388,401379,649,Egbert Benson,Q328370,kg:/m/033lf5,Egbert,Benson,1746-06-21,M,9278,,,,,,,,,,,,,,,,,
B000389,Elmer Benson,B000389,401380,650,Elmer Austin Benson,Q440203,kg:/m/01l6d8,Elmer,Benson,1895-09-22,M,,Austin,,,,,,,,,,,,,,,,
B000390,Samuel Benson,B000390,401381,651,Samuel P. Benson,Q2218711,kg:/m/02x5hkz,Samuel,Benson,1804-11-28,M,9280,Page,,,,,,,,,,,,,,,,
B000391,Alvin Bentley,B000391,401382,652,Alvin Morell Bentley,Q449197,kg:/m/03z81h,Alvin,Bentley,30/08/1918,M,9282,Morell,,,,,,,,,,,,,,,,
B000392,Helen Bentley,B000392,401383,15086,Helen Delich Bentley,Q868577,kg:/m/04pj_0,Helen,Bentley,28/11/1923,F,9284,Delich,,,,,,,78,,,,,,,,,
B000393,Henry Bentley,B000393,401384,653,Henry Wilbur Bentley,Q5730148,kg:/m/02rkqp5,Henry,Bentley,1838-09-30,M,9285,Wilbur,,,,,,,,,,,,,,,,
B000394,Charles Benton,B000394,401385,654,Charles S. Benton,Q3700968,kg:/m/02x66nc,Charles,Benton,1810-07-12,M,9286,Swan,,,,,,,,,,,,,,,,
B000395,Jacob Benton,B000395,401386,655,Jacob Benton,Q1677432,kg:/m/02ppp0k,Jacob,Benton,1814-08-19,M,9287,,,,,,,,,,,,,,,,,
B000396,Lemuel Benton,B000396,401387,656,Lemuel Benton,Q1817142,kg:/m/096ssd,Lemuel,Benton,,M,9288,,,,,,,,,,,,,,,,,
B000397,Maecenas Benton,B000397,401388,657,Maecenas Eason Benton,Q1883580,kg:/m/02rz7hr,Maecenas,Benton,1848-01-29,M,9289,Eason,,,,,,,,,,,,,,,,
B000398,Thomas Benton,B000398,401389,658,Thomas Hart Benton (politician),Q1317969,kg:/m/01nxh8,Thomas,Benton,1782-03-14,M,9291,Hart,,,,,,,,,,,,,,,,
B000399,William Benton,B000399,401390,659,William Benton (politician),Q1385494,kg:/m/03m91l,William,Benton,01/04/1900,M,,,,,,,,,,,,,,,,,,
B000400,Ken Bentsen,B000400,400550,29574,Ken Bentsen Jr.,Q1738577,kg:/m/085bsl,Ken,Bentsen,03/06/1959,M,9294,,,,,,,,79,,,,,,,,,
B000401,Lloyd Bentsen,B000401,401391,660,Lloyd Bentsen,Q455401,kg:/m/01rpmr,Lloyd,Bentsen,11/02/1921,M,9296,Millard,,,Jr.,,,,1282,,,S009,,,,,,
B000403,Douglas Bereuter,B000403,400023,14605,Doug Bereuter,Q1251707,kg:/m/025t0y,Douglas,Bereuter,06/10/1939,M,9299,K.,Doug,,,,,,80,,,,,N00005331,,,,
B000404,Christopher Bergen,B000404,401392,662,Christopher A. Bergen,Q1086446,kg:/m/02vn_5s,Christopher,Bergen,1841-08-02,M,9300,Augustus,,,,,,,,,,,,,,,,
B000405,John Bergen,B000405,401393,663,John T. Bergen,Q168055,kg:/m/026_4vb,John,Bergen,,M,9301,Teunis,,,,,,,,,,,,,,,,
B000406,Teunis Bergen,B000406,401394,664,Teunis G. Bergen,Q247930,kg:/m/026_4sz,Teunis,Bergen,1806-10-06,M,9302,Garret,,,,,,,,,,,,,,,,
B000407,Victor Berger,B000407,401395,665,Victor L. Berger,Q85645,kg:/m/03h3qy,Victor,Berger,1860-02-28,M,9304,Luitpold,,,,,,,,,,,,,,,,
B000408,Robert Bergland,B000408,401396,13007,Robert Bergland,Q1409940,kg:/m/05000d,Robert,Bergland,22/07/1928,M,9306,Selmer,,,,,,,81,,,,,,,,,
B000409,William Berlin,B000409,401397,666,William M. Berlin,Q8014840,kg:/m/0fg6dw,William,Berlin,1880-03-29,M,9307,Markle,,,,,,,,,,,,,,,,
B000410,Howard Berman,B000410,400025,15005,Howard Berman,Q545221,kg:/m/024tl2,Howard,Berman,15/04/1941,M,9309,L.,,,,,,,82,1592,26756,,Howard L. Berman,N00008094,"[""H2CA26026""]",,,
B000411,John Bernard,B000411,401398,667,John Bernard (American politician),Q1566733,kg:/m/05rtsl,John,Bernard,1893-03-06,M,9310,Toussaint,,,,,,,,,,,,,,,,
B000412,John Bernhisel,B000412,401399,,John Milton Bernhisel,Q446929,kg:/m/0cszkx,John,Bernhisel,1799-07-23,M,9311,Milton,,,,,,,,,,,,,,,,
B000413,John Berrien,B000413,401400,669,John M. Berrien,Q1376165,kg:/m/02x9yz,John,Berrien,1781-08-23,M,,Macpherson,,,,,,,,,,,,,,,,
B000414,Albert Berry,B000414,401401,670,Albert S. Berry,Q700005,kg:/m/02rgv0r,Albert,Berry,1836-05-13,M,9314,Seaton,,,,,,,,,,,,,,,,
B000415,Campbell Berry,B000415,401402,671,Campbell Polson Berry,Q1030483,kg:/m/0dsz0w,Campbell,Berry,1834-11-07,M,9315,Polson,,,,,,,,,,,,,,,,
B000416,Ellis Berry,B000416,401403,672,Ellis Yarnal Berry,Q1332462,kg:/m/0f6s4f,Ellis,Berry,06/10/1902,M,9317,Yarnal,,,,,,,,,,,,,,,,
B000417,George Berry,B000417,401404,673,George L. Berry,Q5541445,kg:/m/0434ch,George,Berry,1882-09-12,M,,Leonard,,,,,,,,,,,,,,,,
B000418,James Berry,B000418,401405,674,James Henderson Berry,Q888624,kg:/m/01s8ht,James,Berry,1841-05-15,M,,Henderson,,,,,,,,,,,,,,,,
B000419,John Berry,B000419,401406,675,John Berry (congressman),Q6221699,kg:/m/02rm1j_,John,Berry,1833-04-26,M,9320,,,,,,,,,,,,,,,,,
B000420,Robert Berry,B000420,400026,29702,Robert Marion Berry,Q715399,kg:/m/024s3g,Robert,Berry,27/08/1942,M,9322,Marion,Marion,,,,,,1462,45115,430,,,N00005455,"[""H6AR01072""]",,,
B000421,Earl Beshlin,B000421,401407,676,Earl Hanley Beshlin,Q5325900,kg:/m/0g3n13,Earl,Beshlin,1870-04-28,M,9323,Hanley,,,,,,,,,,,,,,,,
B000422,Edwin Bethune,B000422,401408,14606,Ed Bethune,Q1282285,kg:/m/02rhfgr,Edwin,Bethune,19/12/1935,M,9324,Ruthvin,,,Jr.,,,,83,,,,,,,,,
B000423,Lauchlin Bethune,B000423,401409,677,Lauchlin Bethune,Q1807256,kg:/m/04gw19,Lauchlin,Bethune,1785-04-15,M,9325,,,,,,,,,,,,,,,,,
B000424,Marion Bethune,B000424,401410,678,Marion Bethune,Q946498,kg:/m/02rk11_,Marion,Bethune,1816-04-08,M,9326,,,,,,,,,,,,,,,,,
B000425,Silas Betton,B000425,401411,679,Silas Betton,Q374166,kg:/m/027cgwx,Silas,Betton,1768-08-26,M,9327,,,,,,,,,,,,,,,,,
B000426,Jackson Betts,B000426,401412,680,Jackson Edward Betts,Q6117085,kg:/m/027m3cb,Jackson,Betts,26/05/1904,M,9329,Edward,,,,,,,,,,,,,,,,
B000427,Samuel Betts,B000427,401413,681,Samuel Rossiter Betts,Q1107831,kg:/m/05p9xzy,Samuel,Betts,1787-06-08,M,9330,Rossiter,,,,,,,,,,,,,,,,
B000428,Thaddeus Betts,B000428,401414,682,Thaddeus Betts,Q2408308,kg:/m/0bh5b8,Thaddeus,Betts,1789-02-04,M,,,,,,,,,,,,,,,,,,
B000429,Albert Beveridge,B000429,401415,683,Albert J. Beveridge,Q982853,kg:/m/04sjby,Albert,Beveridge,1862-10-06,M,,Jeremiah,,,,,,,,,,,,,,,,
B000430,John Beveridge,B000430,401416,684,John Lourie Beveridge,Q880389,kg:/m/067vzz,John,Beveridge,1824-07-06,M,9332,Lourie,,,,,,,,,,,,,,,,
B000431,Tom Bevill,B000431,401417,11000,Tom Bevill,Q2439527,kg:/m/05m356,Tom,Bevill,27/03/1921,M,9334,,,,,,,,84,,,,,,,,,
B000432,Mario Biaggi,B000432,401418,12003,Mario Biaggi,Q11880937,kg:/m/057h8c,Mario,Biaggi,26/10/1917,M,9336,,,,,,,,85,,,,,,,,,
B000433,George Bibb,B000433,401419,685,George M. Bibb,Q1378961,kg:/m/03gjqr,George,Bibb,1776-10-30,M,,Mortimer,,,,,,,,,,,,,,,,
B000434,William Bibb,B000434,401420,686,William Wyatt Bibb,Q729018,kg:/m/03g3k7,William,Bibb,1781-10-02,M,9339,Wyatt,,,,,,,,,,,,,,,,
B000435,Thomas Bibighaus,B000435,401421,687,Thomas Marshal Bibighaus,Q13219561,kg:/m/026f7jm,Thomas,Bibighaus,1817-03-17,M,9340,Marshal,,,,,,,,,,,,,,,,
B000436,Alan Bible,B000436,401422,688,Alan Bible,Q2636641,kg:/m/03swfg,Alan,Bible,20/11/1909,M,,Harvey,,,,,,,1283,,,,,,,,,
B000437,Bennet Bicknell,B000437,401423,689,Bennet Bicknell,Q4889626,kg:/m/02rkmjk,Bennet,Bicknell,1781-11-14,M,9342,,,,,,,,,,,,,,,,,
B000438,George Bicknell,B000438,401424,690,George A. Bicknell,Q1256833,kg:/m/02rkfyg,George,Bicknell,1815-02-06,M,9343,Augustus,,,,,,,,,,,,,,,,
B000439,Charles Biddle,B000439,401425,691,Charles John Biddle,Q5079512,kg:/m/01r1vd,Charles,Biddle,1819-04-30,M,9344,John,,,,,,,,,,,,,,,,
B000441,John Biddle,B000441,401427,,John Biddle (Michigan politician),Q665672,kg:/m/0czw9w,John,Biddle,1792-03-02,M,9346,,,,,,,,,,,,,,,,,
B000442,Joseph Biddle,B000442,401428,694,Joseph Franklin Biddle,Q6283213,kg:/m/0flfln,Joseph,Biddle,1871-09-14,M,9347,Franklin,,,,,,,,,,,,,,,,
B000443,Richard Biddle,B000443,401429,695,Richard Biddle,Q7324158,kg:/m/01r1tc,Richard,Biddle,1796-03-25,M,9348,,,,,,,,,,,,,,,,,
B000444,Joseph Biden,B000444,300008,14101,Joe Biden,Q6279,kg:/m/012gx2,Joseph,Biden,20/11/1942,M,,R.,,Joe Biden,Jr.,,,,1284,34,53279,S010,,N00001669,"[""S8DE00012""]",,,
B000445,Benjamin Bidlack,B000445,401430,696,Benjamin Alden Bidlack,Q13219562,kg:/m/026fwmq,Benjamin,Bidlack,1804-09-08,M,9350,Alden,,,,,,,,,,,,,,,,
B000446,Barnabas Bidwell,B000446,401431,697,Barnabas Bidwell,Q808402,kg:/m/0b4bfv,Barnabas,Bidwell,1763-08-23,M,9351,,,,,,,,,,,,,,,,,
B000447,John Bidwell,B000447,401432,698,John Bidwell,Q1699334,kg:/m/032vsw,John,Bidwell,1819-08-05,M,9352,,,,,,,,,,,,,,,,,
B000448,Andrew Biemiller,B000448,401433,699,Andrew Biemiller,Q503730,kg:/m/09qcnv,Andrew,Biemiller,23/07/1906,M,9353,John,,,,,,,,,,,,,,,,
B000449,Frederick Biermann,B000449,401434,700,Fred Biermann,Q1452228,kg:/m/02rk7dg,Frederick,Biermann,1884-03-20,M,9355,Elliott,,,,,,,,,,,,,,,,
B000450,James Biery,B000450,401435,701,James Soloman Biery,Q6143389,kg:/m/0kt5xd,James,Biery,1839-03-02,M,9356,Soloman,,,,,,,,,,,,,,,,
B000451,Edward Biester,B000451,401436,11001,Edward G. Biester Jr.,Q5343029,kg:/m/0dp9wd,Edward,Biester,05/01/1931,M,9358,George,,,Jr.,,,,86,,,,,,,,,
B000452,John Bigby,B000452,401437,702,John S. Bigby,Q1668316,kg:/m/02rk0_7,John,Bigby,1832-02-13,M,9359,Summerfield,,,,,,,,,,,,,,,,
B000453,Abijah Bigelow,B000453,401438,703,Abijah Bigelow,Q321172,kg:/m/02rgtyn,Abijah,Bigelow,1775-12-05,M,9360,,,,,,,,,,,,,,,,,
B000454,Herbert Bigelow,B000454,401439,704,Herbert S. Bigelow,Q1608998,kg:/m/02rhhkf,Herbert,Bigelow,1870-01-04,M,9361,Seely,,,,,,,,,,,,,,,,
B000455,Lewis Bigelow,B000455,401440,705,Lewis Bigelow,Q1822073,kg:/m/02rjx0d,Lewis,Bigelow,1785-08-18,M,9362,,,,,,,,,,,,,,,,,
B000456,Asa Biggs,B000456,401441,706,Asa Biggs,Q720065,kg:/m/02kl8q,Asa,Biggs,1811-02-04,M,9364,,,,,,,,,,,,,,,,,
B000457,Benjamin Biggs,B000457,401442,707,Benjamin T. Biggs,Q817704,kg:/m/08j5x_,Benjamin,Biggs,1821-10-01,M,9365,Thomas,,,,,,,,,,,,,,,,
B000458,Marion Biggs,B000458,401443,708,Marion Biggs,Q1899123,kg:/m/0dm_g3,Marion,Biggs,1823-05-02,M,9367,,,,,,,,,,,,,,,,,
B000459,William Bigler,B000459,401444,709,William Bigler,Q880876,kg:/m/0293z9,William,Bigler,1814-01-01,M,,,,,,,,,,,,,,,,,,
B000460,Theodore Bilbo,B000460,401445,710,Theodore G. Bilbo,Q725728,kg:/m/01gb8j,Theodore,Bilbo,1877-10-13,M,,Gilmore,,,,,,,,,,,,,,,,
B000461,Brian Bilbray,B000461,400570,29508,Brian Bilbray,Q286821,kg:/m/092wzj,Brian,Bilbray,28/01/1951,M,9371,P.,,,,,,,87,36554,21916,,Brian P. Bilbray,N00006981,"[""H4CA49032""]",,,
B000462,James Bilbray,B000462,401446,15403,James Bilbray,Q285366,kg:/m/0ck1rl,James,Bilbray,19/05/1938,M,9373,Hubert,,,,,,,88,,,,,,,,,
B000463,Michael Bilirakis,B000463,400028,15006,Michael Bilirakis,Q1885893,kg:/m/025221,Michael,Bilirakis,16/07/1930,M,9375,,,,,,,,89,,,,,N00002982,,,,
B000464,Charles Billinghurst,B000464,401447,711,Charles Billinghurst,Q280022,kg:/m/02vrpzl,Charles,Billinghurst,1818-07-27,M,9376,,,,,,,,,,,,,,,,,
B000465,Alexander Billmeyer,B000465,401448,712,Alexander Billmeyer,Q4718363,kg:/m/0gft9c,Alexander,Billmeyer,1841-01-07,M,9378,,,,,,,,,,,,,,,,,
B000466,Charles Binderup,B000466,401449,713,Charles Gustav Binderup,Q1064640,kg:/m/09_0dv,Charles,Binderup,1873-03-05,M,9379,Gustav,,,,,,,,,,,,,,,,
B000467,Thomas Bines,B000467,412015,714,Thomas Bines,Q1570342,kg:/m/02rtnp5,Thomas,Bines,,M,9380,,,,,,,,,,,,,,,,,
B000468,Jeff Bingaman,B000468,300009,14912,Jeff Bingaman,Q705498,kg:/m/01xck2,Jeff,Bingaman,03/10/1943,M,,,,,,,,,1285,590,53326,S167,Jeff Bingaman,N00006518,"[""S2NM00021""]",,,
B000469,Henry Bingham,B000469,401450,715,Henry H. Bingham,Q5722357,kg:/m/0ddh87,Henry,Bingham,1841-12-04,M,9383,Harrison,,,,,,,,,,,,,,,,
B000470,Hiram Bingham,B000470,401451,716,Hiram Bingham III,Q237220,kg:/m/036vr4,Hiram,Bingham,1875-11-19,M,,,,,,,,,,,,,,,,,,
B000471,John Bingham,B000471,401452,717,John Bingham,Q1699336,kg:/m/04r4y_,John,Bingham,1815-01-21,M,9386,Armor,,,,,,,,,,,,,,,,
B000472,Jonathan Bingham,B000472,401453,10705,Jonathan Brewster Bingham,Q1703107,kg:/m/06qp_t,Jonathan,Bingham,24/04/1914,M,9388,Brewster,,,,,,,90,,,,,,,,,
B000473,Kinsley Bingham,B000473,401454,718,Kinsley S. Bingham,Q883811,kg:/m/02wl66,Kinsley,Bingham,1808-12-16,M,9390,Scott,,,,,,,,,,,,,,,,
B000474,William Bingham,B000474,401455,719,William Bingham,Q2113530,kg:/m/033l_z,William,Bingham,1752-03-08,M,9392,,,,,,,,,,,,,,,,,
B000475,Horace Binney,B000475,401456,720,Horace Binney,Q5901542,kg:/m/078vlp,Horace,Binney,1780-01-04,M,9393,,,,,,,,,,,,,,,,,
B000476,William Birch,B000476,401457,721,William F. Birch,Q2578703,kg:/m/02w6p4n,William,Birch,1870-08-30,M,9394,Fred,,,,,,,,,,,,,,,,
B000477,John Bird,B000477,401458,722,John Bird (New York politician),Q868289,kg:/m/0260xj3,John,Bird,1768-11-22,M,9395,,,,,,,,,,,,,,,,,
B000478,John Bird,B000478,401459,723,John T. Bird,Q1441556,kg:/m/02x61lm,John,Bird,1829-08-16,M,9396,Taylor,,,,,,,,,,,,,,,,
B000479,Richard Bird,B000479,401460,724,Richard Ely Bird,Q1699872,kg:/m/0c976m,Richard,Bird,1878-11-04,M,9397,Ely,,,,,,,,,,,,,,,,
B000480,Ausburn Birdsall,B000480,401461,725,Ausburn Birdsall,Q4822713,kg:/m/02rkmfg,Ausburn,Birdsall,1814-11-13,M,9398,,,,,,,,,,,,,,,,,
B000481,Benjamin Birdsall,B000481,401462,726,Benjamin P. Birdsall,Q263633,kg:/m/02rk73j,Benjamin,Birdsall,1858-10-26,M,9400,Pixley,,,,,,,,,,,,,,,,
B000482,James Birdsall,B000482,401463,727,James Birdsall,Q2913182,kg:/m/02rkr49,James,Birdsall,,M,9401,,,,,,,,,,,,,,,,,
B000483,Samuel Birdsall,B000483,401464,728,Samuel Birdsall,Q7410925,kg:/m/02rkw7d,Samuel,Birdsall,1791-05-14,M,9402,,,,,,,,,,,,,,,,,
B000484,Victory Birdseye,B000484,401465,729,Victory Birdseye,Q4242091,kg:/m/02rkxh_,Victory,Birdseye,1782-12-25,M,9403,,,,,,,,,,,,,,,,,
B000485,Horatio Bisbee,B000485,401466,730,Horatio Bisbee Jr.,Q238626,kg:/m/02rhhnj,Horatio,Bisbee,1839-05-01,M,9404,,,,Jr.,,,,,,,,,,,,,
